PKTESTK6,Time,Fissions,totFissions,Power,totPower,Reactivity,feedback,feedback,,RHOPK5, ,Fissions,totFissions,Power,totPower,Reactivity,feedback,feedback
gen=303,(s),(/sec),,(MW),(MW-s),,,($),,,(s),(/sec),,(MW),(MW-s),,,($)
,1.23E+00,1.20E+15,1.04E+14,3.49E-02,3.04E-03,2.03E-02,0.00E+00,0.00E+00,,,1.23E+00,7.54E+14,6.26E+13,2.20E-02,1.83E-03,2.11E-02,0.00E+00,0.00E+00
,1.23E+00,1.21E+15,1.05E+14,3.53E-02,3.08E-03,2.03E-02,0.00E+00,0.00E+00,,,1.23E+00,7.64E+14,6.34E+13,2.23E-02,1.85E-03,2.11E-02,0.00E+00,0.00E+00
,1.23E+00,1.23E+15,1.07E+14,3.57E-02,3.11E-03,2.03E-02,0.00E+00,0.00E+00,,,1.23E+00,7.74E+14,6.41E+13,2.26E-02,1.87E-03,2.11E-02,0.00E+00,0.00E+00
,1.23E+00,1.24E+15,1.08E+14,3.62E-02,3.15E-03,2.02E-02,0.00E+00,0.00E+00,,,1.23E+00,7.85E+14,6.49E+13,2.29E-02,1.89E-03,2.11E-02,0.00E+00,0.00E+00
,1.23E+00,1.26E+15,1.09E+14,3.66E-02,3.18E-03,2.02E-02,0.00E+00,0.00E+00,,,1.23E+00,7.95E+14,6.57E+13,2.32E-02,1.92E-03,2.11E-02,0.00E+00,0.00E+00
,1.23E+00,1.27E+15,1.10E+14,3.71E-02,3.22E-03,2.02E-02,0.00E+00,0.00E+00,,,1.23E+00,8.06E+14,6.65E+13,2.35E-02,1.94E-03,2.11E-02,0.00E+00,0.00E+00
,1.23E+00,1.29E+15,1.12E+14,3.75E-02,3.26E-03,2.01E-02,0.00E+00,0.00E+00,,,1.23E+00,8.17E+14,6.73E+13,2.38E-02,1.96E-03,2.11E-02,0.00E+00,0.00E+00
,1.23E+00,1.30E+15,1.13E+14,3.80E-02,3.30E-03,2.01E-02,0.00E+00,0.00E+00,,,1.23E+00,8.28E+14,6.81E+13,2.42E-02,1.99E-03,2.12E-02,0.00E+00,0.00E+00
,1.24E+00,1.32E+15,1.14E+14,3.85E-02,3.33E-03,2.01E-02,0.00E+00,0.00E+00,,,1.24E+00,8.40E+14,6.90E+13,2.45E-02,2.01E-03,2.12E-02,0.00E+00,0.00E+00
,1.24E+00,1.34E+15,1.16E+14,3.90E-02,3.37E-03,2.01E-02,0.00E+00,0.00E+00,,,1.24E+00,8.51E+14,6.98E+13,2.48E-02,2.04E-03,2.12E-02,0.00E+00,0.00E+00
,1.24E+00,1.35E+15,1.17E+14,3.94E-02,3.41E-03,2.00E-02,0.00E+00,0.00E+00,,,1.24E+00,8.62E+14,7.07E+13,2.51E-02,2.06E-03,2.12E-02,0.00E+00,0.00E+00
,1.24E+00,1.37E+15,1.18E+14,3.99E-02,3.45E-03,2.00E-02,0.00E+00,0.00E+00,,,1.24E+00,8.74E+14,7.15E+13,2.55E-02,2.09E-03,2.12E-02,0.00E+00,0.00E+00
,1.24E+00,1.39E+15,1.20E+14,4.04E-02,3.49E-03,2.00E-02,0.00E+00,0.00E+00,,,1.24E+00,8.86E+14,7.24E+13,2.58E-02,2.11E-03,2.12E-02,0.00E+00,0.00E+00
,1.24E+00,1.40E+15,1.21E+14,4.09E-02,3.53E-03,2.00E-02,0.00E+00,0.00E+00,,,1.24E+00,8.98E+14,7.33E+13,2.62E-02,2.14E-03,2.12E-02,0.00E+00,0.00E+00
,1.24E+00,1.42E+15,1.23E+14,4.14E-02,3.57E-03,1.99E-02,0.00E+00,0.00E+00,,,1.24E+00,9.10E+14,7.42E+13,2.65E-02,2.16E-03,2.12E-02,0.00E+00,0.00E+00
,1.24E+00,1.44E+15,1.24E+14,4.19E-02,3.61E-03,1.99E-02,0.00E+00,0.00E+00,,,1.24E+00,9.23E+14,7.51E+13,2.69E-02,2.19E-03,2.12E-02,0.00E+00,0.00E+00
,1.24E+00,1.45E+15,1.25E+14,4.24E-02,3.66E-03,1.99E-02,0.00E+00,0.00E+00,,,1.24E+00,9.35E+14,7.61E+13,2.73E-02,2.22E-03,2.12E-02,0.00E+00,0.00E+00
,1.24E+00,1.47E+15,1.27E+14,4.29E-02,3.70E-03,1.98E-02,0.00E+00,0.00E+00,,,1.24E+00,9.48E+14,7.70E+13,2.76E-02,2.25E-03,2.12E-02,0.00E+00,0.00E+00
,1.25E+00,1.49E+15,1.28E+14,4.35E-02,3.74E-03,1.98E-02,0.00E+00,0.00E+00,,,1.25E+00,9.61E+14,7.80E+13,2.80E-02,2.27E-03,2.12E-02,0.00E+00,0.00E+00
,1.25E+00,1.51E+15,1.30E+14,4.40E-02,3.79E-03,1.98E-02,0.00E+00,0.00E+00,,,1.25E+00,9.74E+14,7.89E+13,2.84E-02,2.30E-03,2.12E-02,0.00E+00,0.00E+00
,1.25E+00,1.53E+15,1.31E+14,4.45E-02,3.83E-03,1.98E-02,0.00E+00,0.00E+00,,,1.25E+00,9.87E+14,7.99E+13,2.88E-02,2.33E-03,2.12E-02,0.00E+00,0.00E+00
,1.25E+00,1.54E+15,1.33E+14,4.50E-02,3.88E-03,1.97E-02,0.00E+00,0.00E+00,,,1.25E+00,1.00E+15,8.09E+13,2.92E-02,2.36E-03,2.12E-02,0.00E+00,0.00E+00
,1.25E+00,1.56E+15,1.34E+14,4.56E-02,3.92E-03,1.97E-02,0.00E+00,0.00E+00,,,1.25E+00,1.01E+15,8.19E+13,2.96E-02,2.39E-03,2.12E-02,0.00E+00,0.00E+00
,1.25E+00,1.58E+15,1.36E+14,4.61E-02,3.97E-03,1.97E-02,0.00E+00,0.00E+00,,,1.25E+00,1.03E+15,8.29E+13,3.00E-02,2.42E-03,2.12E-02,0.00E+00,0.00E+00
,1.25E+00,1.60E+15,1.38E+14,4.67E-02,4.01E-03,1.96E-02,0.00E+00,0.00E+00,,,1.25E+00,1.04E+15,8.40E+13,3.04E-02,2.45E-03,2.12E-02,0.00E+00,0.00E+00
,1.25E+00,1.62E+15,1.39E+14,4.72E-02,4.06E-03,1.96E-02,0.00E+00,0.00E+00,,,1.25E+00,1.06E+15,8.50E+13,3.08E-02,2.48E-03,2.12E-02,0.00E+00,0.00E+00
,1.25E+00,1.64E+15,1.41E+14,4.78E-02,4.11E-03,1.96E-02,0.00E+00,0.00E+00,,,1.25E+00,1.07E+15,8.61E+13,3.12E-02,2.51E-03,2.12E-02,0.00E+00,0.00E+00
,1.25E+00,1.66E+15,1.43E+14,4.84E-02,4.16E-03,1.96E-02,0.00E+00,0.00E+00,,,1.25E+00,1.08E+15,8.71E+13,3.16E-02,2.54E-03,2.12E-02,0.00E+00,0.00E+00
,1.26E+00,1.68E+15,1.44E+14,4.89E-02,4.20E-03,1.95E-02,0.00E+00,0.00E+00,,,1.26E+00,1.10E+15,8.82E+13,3.21E-02,2.57E-03,2.12E-02,0.00E+00,0.00E+00
,1.26E+00,1.70E+15,1.46E+14,4.95E-02,4.25E-03,1.95E-02,0.00E+00,0.00E+00,,,1.26E+00,1.11E+15,8.93E+13,3.25E-02,2.61E-03,2.12E-02,0.00E+00,0.00E+00
,1.26E+00,1.72E+15,1.48E+14,5.01E-02,4.30E-03,1.95E-02,0.00E+00,0.00E+00,,,1.26E+00,1.13E+15,9.05E+13,3.29E-02,2.64E-03,2.12E-02,0.00E+00,0.00E+00
,1.26E+00,1.74E+15,1.49E+14,5.07E-02,4.35E-03,1.95E-02,0.00E+00,0.00E+00,,,1.26E+00,1.14E+15,9.16E+13,3.34E-02,2.67E-03,2.12E-02,0.00E+00,0.00E+00
,1.26E+00,1.76E+15,1.51E+14,5.13E-02,4.40E-03,1.94E-02,0.00E+00,0.00E+00,,,1.26E+00,1.16E+15,9.28E+13,3.38E-02,2.70E-03,2.12E-02,0.00E+00,0.00E+00
,1.26E+00,1.78E+15,1.53E+14,5.19E-02,4.46E-03,1.94E-02,0.00E+00,0.00E+00,,,1.26E+00,1.18E+15,9.39E+13,3.43E-02,2.74E-03,2.12E-02,0.00E+00,0.00E+00
,1.26E+00,1.80E+15,1.55E+14,5.25E-02,4.51E-03,1.94E-02,0.00E+00,0.00E+00,,,1.26E+00,1.19E+15,9.51E+13,3.47E-02,2.77E-03,2.12E-02,0.00E+00,0.00E+00
,1.26E+00,1.82E+15,1.56E+14,5.31E-02,4.56E-03,1.93E-02,0.00E+00,0.00E+00,,,1.26E+00,1.21E+15,9.63E+13,3.52E-02,2.81E-03,2.12E-02,0.00E+00,0.00E+00
,1.26E+00,1.84E+15,1.58E+14,5.37E-02,4.61E-03,1.93E-02,0.00E+00,0.00E+00,,,1.26E+00,1.22E+15,9.75E+13,3.57E-02,2.84E-03,2.12E-02,0.00E+00,0.00E+00
,1.26E+00,1.86E+15,1.60E+14,5.44E-02,4.67E-03,1.93E-02,0.00E+00,0.00E+00,,,1.26E+00,1.24E+15,9.88E+13,3.62E-02,2.88E-03,2.12E-02,0.00E+00,0.00E+00
,1.27E+00,1.89E+15,1.62E+14,5.50E-02,4.72E-03,1.93E-02,0.00E+00,0.00E+00,,,1.27E+00,1.26E+15,1.00E+14,3.67E-02,2.92E-03,2.12E-02,0.00E+00,0.00E+00
,1.27E+00,1.91E+15,1.64E+14,5.56E-02,4.78E-03,1.92E-02,0.00E+00,0.00E+00,,,1.27E+00,1.27E+15,1.01E+14,3.72E-02,2.95E-03,2.12E-02,0.00E+00,0.00E+00
,1.27E+00,1.93E+15,1.66E+14,5.63E-02,4.83E-03,1.92E-02,0.00E+00,0.00E+00,,,1.27E+00,1.29E+15,1.03E+14,3.77E-02,2.99E-03,2.12E-02,0.00E+00,0.00E+00
,1.27E+00,1.95E+15,1.68E+14,5.69E-02,4.89E-03,1.92E-02,0.00E+00,0.00E+00,,,1.27E+00,1.31E+15,1.04E+14,3.82E-02,3.03E-03,2.12E-02,0.00E+00,0.00E+00
,1.27E+00,1.97E+15,1.70E+14,5.76E-02,4.95E-03,1.92E-02,0.00E+00,0.00E+00,,,1.27E+00,1.33E+15,1.05E+14,3.87E-02,3.07E-03,2.12E-02,0.00E+00,0.00E+00
,1.27E+00,2.00E+15,1.72E+14,5.82E-02,5.01E-03,1.91E-02,0.00E+00,0.00E+00,,,1.27E+00,1.34E+15,1.07E+14,3.92E-02,3.11E-03,2.12E-02,0.00E+00,0.00E+00
,1.27E+00,2.02E+15,1.74E+14,5.89E-02,5.07E-03,1.91E-02,0.00E+00,0.00E+00,,,1.27E+00,1.36E+15,1.08E+14,3.97E-02,3.15E-03,2.12E-02,0.00E+00,0.00E+00
,1.27E+00,2.04E+15,1.76E+14,5.96E-02,5.12E-03,1.91E-02,0.00E+00,0.00E+00,,,1.27E+00,1.38E+15,1.09E+14,4.03E-02,3.19E-03,2.12E-02,0.00E+00,0.00E+00
,1.27E+00,2.07E+15,1.78E+14,6.03E-02,5.18E-03,1.91E-02,0.00E+00,0.00E+00,,,1.27E+00,1.40E+15,1.11E+14,4.08E-02,3.23E-03,2.12E-02,0.00E+00,0.00E+00
,1.27E+00,2.09E+15,1.80E+14,6.10E-02,5.25E-03,1.90E-02,0.00E+00,0.00E+00,,,1.27E+00,1.42E+15,1.12E+14,4.14E-02,3.27E-03,2.12E-02,0.00E+00,0.00E+00
,1.28E+00,2.11E+15,1.82E+14,6.16E-02,5.31E-03,1.90E-02,0.00E+00,0.00E+00,,,1.28E+00,1.44E+15,1.13E+14,4.19E-02,3.31E-03,2.12E-02,0.00E+00,0.00E+00
,1.28E+00,2.14E+15,1.84E+14,6.23E-02,5.37E-03,1.90E-02,0.00E+00,0.00E+00,,,1.28E+00,1.46E+15,1.15E+14,4.25E-02,3.35E-03,2.12E-02,0.00E+00,0.00E+00
,1.28E+00,2.16E+15,1.86E+14,6.31E-02,5.43E-03,1.89E-02,0.00E+00,0.00E+00,,,1.28E+00,1.48E+15,1.16E+14,4.31E-02,3.39E-03,2.12E-02,0.00E+00,0.00E+00
,1.28E+00,2.19E+15,1.88E+14,6.38E-02,5.49E-03,1.89E-02,0.00E+00,0.00E+00,,,1.28E+00,1.50E+15,1.18E+14,4.37E-02,3.44E-03,2.12E-02,0.00E+00,0.00E+00
,1.28E+00,2.21E+15,1.91E+14,6.45E-02,5.56E-03,1.89E-02,0.00E+00,0.00E+00,,,1.28E+00,1.52E+15,1.19E+14,4.42E-02,3.48E-03,2.12E-02,0.00E+00,0.00E+00
,1.28E+00,2.24E+15,1.93E+14,6.52E-02,5.62E-03,1.89E-02,0.00E+00,0.00E+00,,,1.28E+00,1.54E+15,1.21E+14,4.48E-02,3.53E-03,2.12E-02,0.00E+00,0.00E+00
,1.28E+00,2.26E+15,1.95E+14,6.59E-02,5.69E-03,1.88E-02,0.00E+00,0.00E+00,,,1.28E+00,1.56E+15,1.22E+14,4.54E-02,3.57E-03,2.12E-02,0.00E+00,0.00E+00
,1.28E+00,2.29E+15,1.97E+14,6.67E-02,5.76E-03,1.88E-02,0.00E+00,0.00E+00,,,1.28E+00,1.58E+15,1.24E+14,4.61E-02,3.62E-03,2.12E-02,0.00E+00,0.00E+00
,1.28E+00,2.31E+15,2.00E+14,6.74E-02,5.82E-03,1.88E-02,0.00E+00,0.00E+00,,,1.28E+00,1.60E+15,1.26E+14,4.67E-02,3.66E-03,2.12E-02,0.00E+00,0.00E+00
,1.28E+00,2.34E+15,2.02E+14,6.82E-02,5.89E-03,1.88E-02,0.00E+00,0.00E+00,,,1.28E+00,1.62E+15,1.27E+14,4.73E-02,3.71E-03,2.13E-02,0.00E+00,0.00E+00
,1.29E+00,2.36E+15,2.04E+14,6.89E-02,5.96E-03,1.87E-02,0.00E+00,0.00E+00,,,1.29E+00,1.64E+15,1.29E+14,4.79E-02,3.76E-03,2.13E-02,0.00E+00,0.00E+00
,1.29E+00,2.39E+15,2.07E+14,6.97E-02,6.03E-03,1.87E-02,0.00E+00,0.00E+00,,,1.29E+00,1.67E+15,1.31E+14,4.86E-02,3.81E-03,2.13E-02,0.00E+00,0.00E+00
,1.29E+00,2.42E+15,2.09E+14,7.05E-02,6.10E-03,1.87E-02,0.00E+00,0.00E+00,,,1.29E+00,1.69E+15,1.32E+14,4.92E-02,3.85E-03,2.13E-02,0.00E+00,0.00E+00
,1.29E+00,2.44E+15,2.12E+14,7.13E-02,6.17E-03,1.87E-02,0.00E+00,0.00E+00,,,1.29E+00,1.71E+15,1.34E+14,4.99E-02,3.90E-03,2.13E-02,0.00E+00,0.00E+00
,1.29E+00,2.47E+15,2.14E+14,7.21E-02,6.24E-03,1.86E-02,0.00E+00,0.00E+00,,,1.29E+00,1.73E+15,1.36E+14,5.06E-02,3.95E-03,2.13E-02,0.00E+00,0.00E+00
,1.29E+00,2.50E+15,2.17E+14,7.28E-02,6.31E-03,1.86E-02,0.00E+00,0.00E+00,,,1.29E+00,1.76E+15,1.37E+14,5.13E-02,4.01E-03,2.13E-02,0.00E+00,0.00E+00
,1.29E+00,2.53E+15,2.19E+14,7.36E-02,6.39E-03,1.86E-02,0.00E+00,0.00E+00,,,1.29E+00,1.78E+15,1.39E+14,5.20E-02,4.06E-03,2.13E-02,0.00E+00,0.00E+00
,1.29E+00,2.55E+15,2.22E+14,7.45E-02,6.46E-03,1.85E-02,0.00E+00,0.00E+00,,,1.29E+00,1.81E+15,1.41E+14,5.27E-02,4.11E-03,2.13E-02,0.00E+00,0.00E+00
,1.29E+00,2.58E+15,2.24E+14,7.53E-02,6.54E-03,1.85E-02,0.00E+00,0.00E+00,,,1.29E+00,1.83E+15,1.43E+14,5.34E-02,4.16E-03,2.13E-02,0.00E+00,0.00E+00
,1.29E+00,2.61E+15,2.27E+14,7.61E-02,6.61E-03,1.85E-02,0.00E+00,0.00E+00,,,1.29E+00,1.85E+15,1.45E+14,5.41E-02,4.22E-03,2.13E-02,0.00E+00,0.00E+00
,1.30E+00,2.64E+15,2.29E+14,7.69E-02,6.69E-03,1.85E-02,0.00E+00,0.00E+00,,,1.30E+00,1.88E+15,1.46E+14,5.48E-02,4.27E-03,2.13E-02,0.00E+00,0.00E+00
,1.30E+00,2.67E+15,2.32E+14,7.77E-02,6.76E-03,1.84E-02,0.00E+00,0.00E+00,,,1.30E+00,1.91E+15,1.48E+14,5.56E-02,4.33E-03,2.13E-02,0.00E+00,0.00E+00
,1.30E+00,2.70E+15,2.35E+14,7.86E-02,6.84E-03,1.84E-02,0.00E+00,0.00E+00,,,1.30E+00,1.93E+15,1.50E+14,5.63E-02,4.38E-03,2.13E-02,0.00E+00,0.00E+00
,1.30E+00,2.72E+15,2.37E+14,7.94E-02,6.92E-03,1.84E-02,0.00E+00,0.00E+00,,,1.30E+00,1.96E+15,1.52E+14,5.71E-02,4.44E-03,2.13E-02,0.00E+00,0.00E+00
,1.30E+00,2.75E+15,2.40E+14,8.03E-02,7.00E-03,1.84E-02,0.00E+00,0.00E+00,,,1.30E+00,1.98E+15,1.54E+14,5.78E-02,4.50E-03,2.13E-02,0.00E+00,0.00E+00
,1.30E+00,2.78E+15,2.43E+14,8.12E-02,7.08E-03,1.83E-02,0.00E+00,0.00E+00,,,1.30E+00,2.01E+15,1.56E+14,5.86E-02,4.55E-03,2.13E-02,0.00E+00,0.00E+00
,1.30E+00,2.81E+15,2.46E+14,8.20E-02,7.16E-03,1.83E-02,0.00E+00,0.00E+00,,,1.30E+00,2.04E+15,1.58E+14,5.94E-02,4.61E-03,2.13E-02,0.00E+00,0.00E+00
,1.30E+00,2.84E+15,2.49E+14,8.29E-02,7.25E-03,1.82E-02,0.00E+00,0.00E+00,,,1.30E+00,2.07E+15,1.60E+14,6.02E-02,4.67E-03,2.12E-02,0.00E+00,0.00E+00
,1.30E+00,2.87E+15,2.51E+14,8.38E-02,7.33E-03,1.81E-02,0.00E+00,0.00E+00,,,1.30E+00,2.09E+15,1.62E+14,6.11E-02,4.73E-03,2.12E-02,0.00E+00,0.00E+00
,1.30E+00,2.90E+15,2.54E+14,8.47E-02,7.41E-03,1.81E-02,0.00E+00,0.00E+00,,,1.30E+00,2.12E+15,1.64E+14,6.19E-02,4.79E-03,2.12E-02,0.00E+00,0.00E+00
,1.31E+00,2.93E+15,2.57E+14,8.56E-02,7.50E-03,1.80E-02,0.00E+00,0.00E+00,,,1.31E+00,2.15E+15,1.67E+14,6.28E-02,4.86E-03,2.11E-02,0.00E+00,0.00E+00
,1.31E+00,2.97E+15,2.60E+14,8.65E-02,7.59E-03,1.79E-02,0.00E+00,0.00E+00,,,1.31E+00,2.18E+15,1.69E+14,6.36E-02,4.92E-03,2.11E-02,0.00E+00,0.00E+00
,1.31E+00,3.00E+15,2.63E+14,8.74E-02,7.67E-03,1.78E-02,0.00E+00,0.00E+00,,,1.31E+00,2.21E+15,1.71E+14,6.45E-02,4.98E-03,2.11E-02,0.00E+00,0.00E+00
,1.31E+00,3.03E+15,2.66E+14,8.83E-02,7.76E-03,1.78E-02,0.00E+00,0.00E+00,,,1.31E+00,2.24E+15,1.73E+14,6.54E-02,5.05E-03,2.10E-02,0.00E+00,0.00E+00
,1.31E+00,3.06E+15,2.69E+14,8.92E-02,7.85E-03,1.77E-02,0.00E+00,0.00E+00,,,1.31E+00,2.27E+15,1.75E+14,6.63E-02,5.12E-03,2.10E-02,0.00E+00,0.00E+00
,1.31E+00,3.09E+15,2.72E+14,9.01E-02,7.94E-03,1.76E-02,0.00E+00,0.00E+00,,,1.31E+00,2.30E+15,1.78E+14,6.72E-02,5.18E-03,2.10E-02,0.00E+00,0.00E+00
,1.31E+00,3.12E+15,2.75E+14,9.10E-02,8.03E-03,1.76E-02,0.00E+00,0.00E+00,,,1.31E+00,2.34E+15,1.80E+14,6.81E-02,5.25E-03,2.09E-02,0.00E+00,0.00E+00
,1.31E+00,3.15E+15,2.78E+14,9.20E-02,8.12E-03,1.75E-02,0.00E+00,0.00E+00,,,1.31E+00,2.37E+15,1.82E+14,6.91E-02,5.32E-03,2.09E-02,0.00E+00,0.00E+00
,1.31E+00,3.19E+15,2.82E+14,9.29E-02,8.21E-03,1.74E-02,0.00E+00,0.00E+00,,,1.31E+00,2.40E+15,1.85E+14,7.00E-02,5.39E-03,2.09E-02,0.00E+00,0.00E+00
,1.31E+00,3.22E+15,2.85E+14,9.38E-02,8.31E-03,1.74E-02,0.00E+00,0.00E+00,,,1.31E+00,2.43E+15,1.87E+14,7.09E-02,5.46E-03,2.09E-02,0.00E+00,0.00E+00
,1.32E+00,3.25E+15,2.88E+14,9.48E-02,8.40E-03,1.73E-02,0.00E+00,0.00E+00,,,1.32E+00,2.47E+15,1.90E+14,7.19E-02,5.53E-03,2.08E-02,0.00E+00,0.00E+00
,1.32E+00,3.28E+15,2.91E+14,9.57E-02,8.50E-03,1.72E-02,0.00E+00,0.00E+00,,,1.32E+00,2.50E+15,1.92E+14,7.29E-02,5.60E-03,2.08E-02,0.00E+00,0.00E+00
,1.32E+00,3.32E+15,2.95E+14,9.67E-02,8.59E-03,1.72E-02,0.00E+00,0.00E+00,,,1.32E+00,2.53E+15,1.95E+14,7.39E-02,5.68E-03,2.08E-02,0.00E+00,0.00E+00
,1.32E+00,3.35E+15,2.98E+14,9.76E-02,8.69E-03,1.71E-02,0.00E+00,0.00E+00,,,1.32E+00,2.57E+15,1.97E+14,7.49E-02,5.75E-03,2.07E-02,0.00E+00,0.00E+00
,1.32E+00,3.38E+15,3.01E+14,9.86E-02,8.79E-03,1.70E-02,0.00E+00,0.00E+00,,,1.32E+00,2.60E+15,2.00E+14,7.59E-02,5.83E-03,2.07E-02,0.00E+00,0.00E+00
,1.32E+00,3.41E+15,3.05E+14,9.95E-02,8.89E-03,1.69E-02,0.00E+00,0.00E+00,,,1.32E+00,2.64E+15,2.02E+14,7.69E-02,5.90E-03,2.07E-02,0.00E+00,0.00E+00
,1.32E+00,3.45E+15,3.08E+14,1.00E-01,8.99E-03,1.69E-02,0.00E+00,0.00E+00,,,1.32E+00,2.67E+15,2.05E+14,7.79E-02,5.98E-03,2.06E-02,0.00E+00,0.00E+00
,1.32E+00,3.48E+15,3.12E+14,1.01E-01,9.09E-03,1.68E-02,0.00E+00,0.00E+00,,,1.32E+00,2.71E+15,2.08E+14,7.90E-02,6.06E-03,2.06E-02,0.00E+00,0.00E+00
,1.32E+00,3.51E+15,3.15E+14,1.02E-01,9.19E-03,1.67E-02,0.00E+00,0.00E+00,,,1.32E+00,2.74E+15,2.10E+14,8.00E-02,6.14E-03,2.06E-02,0.00E+00,0.00E+00
,1.32E+00,3.55E+15,3.19E+14,1.03E-01,9.29E-03,1.67E-02,0.00E+00,0.00E+00,,,1.32E+00,2.78E+15,2.13E+14,8.11E-02,6.22E-03,2.05E-02,0.00E+00,0.00E+00
,1.33E+00,3.58E+15,3.22E+14,1.04E-01,9.40E-03,1.66E-02,0.00E+00,0.00E+00,,,1.33E+00,2.82E+15,2.16E+14,8.21E-02,6.30E-03,2.05E-02,0.00E+00,0.00E+00
,1.33E+00,3.61E+15,3.26E+14,1.05E-01,9.50E-03,1.65E-02,0.00E+00,0.00E+00,,,1.33E+00,2.85E+15,2.19E+14,8.32E-02,6.38E-03,2.05E-02,0.00E+00,0.00E+00
,1.33E+00,3.65E+15,3.29E+14,1.06E-01,9.61E-03,1.65E-02,0.00E+00,0.00E+00,,,1.33E+00,2.89E+15,2.22E+14,8.43E-02,6.47E-03,2.04E-02,0.00E+00,0.00E+00
,1.33E+00,3.68E+15,3.33E+14,1.07E-01,9.71E-03,1.64E-02,0.00E+00,0.00E+00,,,1.33E+00,2.93E+15,2.25E+14,8.54E-02,6.55E-03,2.04E-02,0.00E+00,0.00E+00
,1.33E+00,3.71E+15,3.37E+14,1.08E-01,9.82E-03,1.63E-02,0.00E+00,0.00E+00,,,1.33E+00,2.97E+15,2.28E+14,8.66E-02,6.64E-03,2.04E-02,0.00E+00,0.00E+00
,1.33E+00,3.75E+15,3.41E+14,1.09E-01,9.93E-03,1.62E-02,0.00E+00,0.00E+00,,,1.33E+00,3.01E+15,2.31E+14,8.77E-02,6.72E-03,2.03E-02,0.00E+00,0.00E+00
,1.33E+00,3.78E+15,3.44E+14,1.10E-01,1.00E-02,1.62E-02,0.00E+00,0.00E+00,,,1.33E+00,3.05E+15,2.34E+14,8.89E-02,6.81E-03,2.03E-02,0.00E+00,0.00E+00
,1.33E+00,3.82E+15,3.48E+14,1.11E-01,1.02E-02,1.61E-02,0.00E+00,0.00E+00,,,1.33E+00,3.09E+15,2.37E+14,9.00E-02,6.90E-03,2.03E-02,0.00E+00,0.00E+00
,1.33E+00,3.85E+15,3.52E+14,1.12E-01,1.03E-02,1.60E-02,0.00E+00,0.00E+00,,,1.33E+00,3.13E+15,2.40E+14,9.12E-02,6.99E-03,2.03E-02,0.00E+00,0.00E+00
,1.33E+00,3.89E+15,3.56E+14,1.13E-01,1.04E-02,1.60E-02,0.00E+00,0.00E+00,,,1.33E+00,3.17E+15,2.43E+14,9.24E-02,7.08E-03,2.02E-02,0.00E+00,0.00E+00
,1.34E+00,3.92E+15,3.60E+14,1.14E-01,1.05E-02,1.59E-02,0.00E+00,0.00E+00,,,1.34E+00,3.21E+15,2.46E+14,9.36E-02,7.18E-03,2.02E-02,0.00E+00,0.00E+00
,1.34E+00,3.95E+15,3.64E+14,1.15E-01,1.06E-02,1.58E-02,0.00E+00,0.00E+00,,,1.34E+00,3.25E+15,2.49E+14,9.48E-02,7.27E-03,2.02E-02,0.00E+00,0.00E+00
,1.34E+00,3.99E+15,3.68E+14,1.16E-01,1.07E-02,1.58E-02,0.00E+00,0.00E+00,,,1.34E+00,3.29E+15,2.53E+14,9.60E-02,7.37E-03,2.01E-02,0.00E+00,0.00E+00
,1.34E+00,4.02E+15,3.72E+14,1.17E-01,1.08E-02,1.57E-02,0.00E+00,0.00E+00,,,1.34E+00,3.34E+15,2.56E+14,9.73E-02,7.46E-03,2.01E-02,0.00E+00,0.00E+00
,1.34E+00,4.06E+15,3.76E+14,1.18E-01,1.10E-02,1.56E-02,0.00E+00,0.00E+00,,,1.34E+00,3.38E+15,2.59E+14,9.85E-02,7.56E-03,2.01E-02,0.00E+00,0.00E+00
,1.34E+00,4.09E+15,3.80E+14,1.19E-01,1.11E-02,1.55E-02,0.00E+00,0.00E+00,,,1.34E+00,3.42E+15,2.63E+14,9.98E-02,7.66E-03,2.00E-02,0.00E+00,0.00E+00
,1.34E+00,4.13E+15,3.84E+14,1.20E-01,1.12E-02,1.55E-02,0.00E+00,0.00E+00,,,1.34E+00,3.47E+15,2.66E+14,1.01E-01,7.76E-03,2.00E-02,0.00E+00,0.00E+00
,1.34E+00,4.16E+15,3.88E+14,1.21E-01,1.13E-02,1.54E-02,0.00E+00,0.00E+00,,,1.34E+00,3.51E+15,2.70E+14,1.02E-01,7.86E-03,2.00E-02,0.00E+00,0.00E+00
,1.34E+00,4.20E+15,3.92E+14,1.22E-01,1.14E-02,1.53E-02,0.00E+00,0.00E+00,,,1.34E+00,3.55E+15,2.73E+14,1.04E-01,7.97E-03,1.99E-02,0.00E+00,0.00E+00
,1.34E+00,4.24E+15,3.96E+14,1.24E-01,1.16E-02,1.53E-02,0.00E+00,0.00E+00,,,1.34E+00,3.60E+15,2.77E+14,1.05E-01,8.07E-03,1.99E-02,0.00E+00,0.00E+00
,1.35E+00,4.27E+15,4.01E+14,1.25E-01,1.17E-02,1.52E-02,0.00E+00,0.00E+00,,,1.35E+00,3.65E+15,2.80E+14,1.06E-01,8.18E-03,1.99E-02,0.00E+00,0.00E+00
,1.35E+00,4.31E+15,4.05E+14,1.26E-01,1.18E-02,1.51E-02,0.00E+00,0.00E+00,,,1.35E+00,3.69E+15,2.84E+14,1.08E-01,8.28E-03,1.98E-02,0.00E+00,0.00E+00
